slug,title,type,attempts_count,completions_count,question_count,outcome_count,min_options,cover_class,total_images,broken_images,placeholder_images,missing_question_images,missing_outcome_images,duplicate_role,duplicate_of,duplicate_verdict,severity_score,flags
qual-animal-eu-devo-ter-descubra-com-este-quiz,Qual animal de estimação combina de verdade com você?,PERSONALITY,0,0,15,12,2,ok_unclassified,24,1,0,4,0,,,,2,ZERO_ATTEMPTS|BROKEN_IMAGES:1
qual-personagem-do-scooby-doo-voce-e-quiz-de-personalidade,Qual personagem de Scooby-Doo combina com sua personalidade?,PERSONALITY,0,0,14,5,2,ok_unclassified,16,1,0,4,0,,,,2,ZERO_ATTEMPTS|BROKEN_IMAGES:1
faca-o-quiz-definitivo-de-one-piece-e-descubra-quem-e-o-seu-arqui-inimigo,Quem seria seu maior rival em One Piece?,PERSONALITY,0,0,10,6,3,ok_unclassified,17,1,0,0,0,,,,2,ZERO_ATTEMPTS|BROKEN_IMAGES:1
quem-foi-voce-em-sua-vida-passada-descubra-com-este-quiz,Quem você teria sido em uma vida passada? Descubra sua identidade mais absurda,PERSONALITY,0,0,15,12,2,ok_unclassified,20,0,0,8,0,,,,1,ZERO_ATTEMPTS
qual-planta-voce-e-descubra-com-este-quiz-divertido,Qual planta revela sua personalidade mais estranha?,PERSONALITY,0,0,11,12,2,ok_unclassified,16,0,0,8,0,,,,1,ZERO_ATTEMPTS
as-bebidas-que-voce-escolhe-neste-quiz-revelam-se-voce-e-um-bom-amante-ou-nao,Escolha Bebidas e Descubra Seu Estilo de Conquista,PERSONALITY,0,0,10,20,2,ok_unclassified,21,0,0,10,0,,,,1,ZERO_ATTEMPTS
voce-e-um-profissional-em-decoracao-de-halloween-teste-suas-habilidades,Qual Mestre da Decoração de Halloween Assombraria a Sua Casa?,PERSONALITY,0,0,12,8,2,ok_unclassified,20,0,0,1,0,,,,1,ZERO_ATTEMPTS
que-cor-devo-pintar-meu-cabelo-descubra-com-nosso-quiz,Qual Cor de Cabelo Combina com Sua Nova Fase?,PERSONALITY,0,0,8,8,3,ok_unclassified,15,0,0,2,0,,,,1,ZERO_ATTEMPTS
quao-malvado-voce-e-teste-de-personalidade-revelador,Qual É o Seu Nível de Vilão? Descubra Seu Lado Mais Sombrio,PERSONALITY,0,0,12,6,4,ok_unclassified,19,0,0,0,0,,,,1,ZERO_ATTEMPTS
os-gradientes-de-cor-que-voce-escolhe-revelam-quao-bom-voce-e-na-cama,Escolha Gradientes e Revele Seu Magnetismo nas Conexões,PERSONALITY,0,0,10,4,4,ok_unclassified,5,0,0,10,0,,,,1,ZERO_ATTEMPTS
desenhe-sua-ilha-fantastica-e-descubra-qual-criatura-mitica-seria-seu-pet,Crie Sua Ilha dos Sonhos e Descubra Qual Criatura Mítica Seria Seu Pet,PERSONALITY,0,0,10,6,2,ok_unclassified,7,0,0,10,0,,,,1,ZERO_ATTEMPTS
em-qual-cidade-voce-deveria-morar-descubra-com-nosso-quiz,Em qual cidade do mundo sua personalidade realmente viveria melhor?,PERSONALITY,0,0,9,6,6,ok_unclassified,10,0,0,0,6,,,,1,ZERO_ATTEMPTS
voce-e-um-unicornio-ou-um-dragao-descubra-sua-criatura-mitica,Você tem alma de unicórnio ou de dragão? Descubra sua criatura mítica,PERSONALITY,0,0,11,2,4,ok_unclassified,14,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-classe-de-hearthstone-voce-deve-jogar-descubra-com-nosso-quiz,Qual classe de Hearthstone combina com seu estilo de jogo?,PERSONALITY,0,0,8,10,2,ok_unclassified,17,0,0,2,0,,,,1,ZERO_ATTEMPTS
qual-livro-do-booktok-voce-e,Qual Queridinho do BookTok Foi Escrito Para a Sua Vibe?,PERSONALITY,0,0,10,12,2,ok_unclassified,3,0,0,8,12,,,,1,ZERO_ATTEMPTS
este-quiz-revela-se-voce-e-um-perfeccionista-ou-orientadoa-ao-progresso,Você mira na perfeição ou prefere avançar sem travar?,PERSONALITY,0,0,10,4,4,ok_unclassified,15,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-personagem-de-harry-potter-e-sua-alma-gemea-descubra-aqui,Quem seria sua conexão mágica no universo de Harry Potter?,PERSONALITY,0,0,10,12,3,ok_unclassified,22,0,0,1,0,,,,1,ZERO_ATTEMPTS
estou-apaixonado-quiz-para-descobrir-seus-sentimentos,Estou Apaixonado de Verdade? Descubra o Que Você Realmente Sente,PERSONALITY,0,0,23,4,2,ok_unclassified,1,0,0,23,4,,,,1,ZERO_ATTEMPTS
qual-personagem-e-voce,Qual Personagem de Friday Night Funkin’ Combina com Você?,PERSONALITY,0,0,10,8,2,ok_unclassified,1,0,0,10,8,,,,1,ZERO_ATTEMPTS
voce-e-um-mestremestra-da-cozinha-ou-um-guruguru-da-boa-forma-fisica,"Você é Chef Supremo, Mestre do Fitness ou o Equilíbrio Perfeito?",PERSONALITY,0,0,10,3,2,ok_unclassified,13,0,0,1,0,,,,1,ZERO_ATTEMPTS
os-animais-que-voce-escolhe-neste-quiz-revelam-sua-habilidade-artistica,Escolha Animais e Revele Seu Talento Artístico Escondido,PERSONALITY,0,0,10,6,4,ok_unclassified,7,0,0,10,0,,,,1,ZERO_ATTEMPTS
qual-enredo-de-videogame-ressoa-com-a-jornada-da-sua-vida,Qual história de videogame parece a sua vida?,PERSONALITY,0,0,8,6,4,ok_unclassified,14,0,0,1,0,,,,1,ZERO_ATTEMPTS
como-e-que-o-tempo-estara-amanha-previsao-e-quiz-divertido,Que Previsão Absurda o Seu Amanhã Teria?,PERSONALITY,0,0,11,8,2,ok_unclassified,9,0,0,11,0,,,,1,ZERO_ATTEMPTS
voce-e-do-time-do-cafe-ou-do-cha-quiz-divertido-e-revelador,"Você Tem Alma de Café, Chá ou Meio a Meio?",PERSONALITY,0,0,10,3,2,ok_unclassified,13,0,0,1,0,,,,1,ZERO_ATTEMPTS
o-que-voce-esta-fazendo-no-meu-pantano,Qual criatura do pântano do Shrek vive dentro de você?,PERSONALITY,0,0,12,6,3,ok_unclassified,12,0,0,1,6,,,,1,ZERO_ATTEMPTS
qual-personagem-de-filme-de-halloween-voce-e,Qual Ícone dos Filmes de Halloween Combina Com Sua Personalidade Sombria?,PERSONALITY,0,0,12,7,3,ok_unclassified,20,0,0,0,0,,,,1,POSSIBLE_TRUNCATION|ZERO_ATTEMPTS
a-sua-opiniao-aleatoria-revela-o-que-deve-comer-hoje,As Tuas Opiniões Mais Aleatórias Revelam o Que Deves Comer Hoje,PERSONALITY,0,0,10,10,4,ok_unclassified,21,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-classe-de-rpg-combina-melhor-com-voce-descubra-sua-classe-ideal,Qual classe de RPG combina com a sua personalidade?,PERSONALITY,0,0,9,6,4,ok_unclassified,11,0,0,5,0,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-carater-da-forca-de-fogo,Qual personagem de Fire Force combina com a sua alma em chamas?,PERSONALITY,0,0,12,10,3,ok_unclassified,21,0,0,2,0,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-nome-de-anime,Qual Seria Seu Nome de Anime? Monte Sua Identidade de Personagem,PERSONALITY,0,0,10,60,3,ok_unclassified,71,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-personagem-de-gurren-lagann-e-sua-alma-gemea-quiz-divertido,Quem Seria Sua Alma Gêmea em Gurren Lagann?,PERSONALITY,0,0,10,6,2,ok_unclassified,10,0,0,7,0,,,,1,ZERO_ATTEMPTS
estou-pronto-para-ter-um-bebe,Você Está Mesmo Pronto Para Ter um Bebê?,PERSONALITY,0,0,15,4,4,ok_unclassified,5,0,0,15,0,,,,1,ZERO_ATTEMPTS
que-tipo-de-pessoa-eu-sou-teste-de-personalidade-para-autoconhecimento,O que realmente define sua personalidade?,PERSONALITY,0,0,21,8,4,ok_unclassified,1,0,0,21,8,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-personagem-da-anatomia-de-grey-descubra-com-nosso-quiz,Qual personagem de Grey’s Anatomy você seria no hospital Grey Sloan?,PERSONALITY,0,0,15,10,3,ok_unclassified,25,0,0,1,0,,,,1,ZERO_ATTEMPTS
conseguimos-adivinhar-seu-personagem-favorito-da-nintendo-quiz-divertido,Que Personagem da Nintendo Tem a Mesma Energia que Tu?,PERSONALITY,0,0,10,6,4,ok_unclassified,12,0,0,5,0,,,,1,ZERO_ATTEMPTS
voce-seria-um-grande-rei-ou-rainha-teste-seu-potencial-real,"Você governaria como lenda, estrategista, aprendiz ou tirano?",PERSONALITY,0,0,15,4,2,ok_unclassified,1,0,0,15,4,,,,1,ZERO_ATTEMPTS
devo-comprar-um-nintendo-switch-guia-e-questionario,Você Deve Comprar um Nintendo Switch ou Vai Se Arrepender?,PERSONALITY,0,0,13,3,3,ok_unclassified,17,0,0,0,0,,,,1,ZERO_ATTEMPTS
podemos-determinar-com-precisao-o-quao-inteligente-voce-e-pelos-numeros-que-voce-escolhe,Escolha números por instinto e descubra qual inteligência domina sua mente,PERSONALITY,0,0,10,4,4,ok_unclassified,5,0,0,10,0,,,,1,ZERO_ATTEMPTS
qual-personagem-de-gossip-girl-e-voce-teste-de-personalidade,Qual personagem de Gossip Girl domina sua personalidade?,PERSONALITY,0,0,10,8,4,ok_unclassified,15,0,0,4,0,,,,1,ZERO_ATTEMPTS
devo-terminar-com-minha-namorada-teste-para-tomar-a-decisao-certa,Você Deve Terminar o Namoro? Reflita Antes de Decidir,PERSONALITY,0,0,15,4,4,ok_unclassified,20,0,0,0,0,,,,1,ZERO_ATTEMPTS
sou-uma-feminista,O Quanto Suas Ideias Se Aproximam do Feminismo?,PERSONALITY,0,0,20,40,6,ok_unclassified,31,0,0,20,10,,,,1,ZERO_ATTEMPTS
qual-personagem-do-peter-pan-da-disney-seria-seu-arqui-inimigo,Qual personagem de Peter Pan seria seu arqui-inimigo?,PERSONALITY,0,0,11,6,4,ok_unclassified,13,0,0,5,0,,,,1,ZERO_ATTEMPTS
qual-cozinha-global-representa-melhor-o-seu-paladar,Qual cozinha do mundo combina com o seu jeito de sentir sabores?,PERSONALITY,0,0,12,8,4,ok_unclassified,20,0,0,1,0,,,,1,ZERO_ATTEMPTS
escolha-os-essenciais-da-sua-rotina-matinal-para-descobrir-seu-plano-de-sobrevivencia-ao-apocalipse-zumbi,Monte sua rotina matinal e descubra como você sobreviveria a um apocalipse zumbi,PERSONALITY,0,0,10,6,2,ok_unclassified,8,0,0,9,0,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-alinhamento-moral,Qual é o Seu Verdadeiro Alinhamento Moral?,PERSONALITY,0,0,14,9,3,ok_unclassified,24,0,0,0,0,keeper,qual-e-o-seu-alinhamento-moral-1,paraphrased,1,ZERO_ATTEMPTS|DUPLICATE:keeper:paraphrased
como-eu-vou-morrer-quiz,Qual Seria Seu Final Sombrio em um Filme Místico?,PERSONALITY,0,0,14,8,2,ok_unclassified,1,0,0,14,8,,,,1,ZERO_ATTEMPTS
qual-signo-do-zodiaco-voce-deveria-ser-mesmo-descubra-aqui,Qual signo do zodíaco combina de verdade com a sua personalidade?,PERSONALITY,0,0,12,12,4,ok_unclassified,25,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-tita-grego-dorme-no-seu-coracao-descubra-com-nosso-quiz,Qual Titã Grego Desperta Dentro de Você?,PERSONALITY,0,0,10,6,4,ok_unclassified,12,0,0,5,0,,,,1,ZERO_ATTEMPTS
qual-personagem-yaoi-voce-e-descubra-com-nosso-quiz,Qual Personagem de Yaoi Combina com o Seu Jeito de Amar?,PERSONALITY,0,0,12,8,2,ok_unclassified,20,0,0,1,0,,,,1,ZERO_ATTEMPTS
cada-um-tem-seu-proprio-dia-da-semana-descubra-o-que-o-seu-pode-revelar-sobre-voce,Qual dia da semana revela o seu jeito de viver?,PERSONALITY,0,0,25,7,4,ok_unclassified,28,0,0,5,0,,,,1,ZERO_ATTEMPTS
teste-de-personalidade-divertido-e-revelador-3,Verdade ou Desafio: Suas Escolhas Revelam Que Tipo de Pessoa Você É,PERSONALITY,0,0,18,8,2,ok_unclassified,27,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-lider-de-justica-social-da-historia-dos-eua-combina-com-voce,Qual líder histórico da justiça social dos EUA combina com você?,PERSONALITY,0,0,10,6,4,ok_unclassified,16,0,0,1,0,,,,1,ZERO_ATTEMPTS
qual-bruxa-eu-sou-descubra-com-este-quiz-divertido,Que tipo de bruxa mora escondida dentro de você?,PERSONALITY,0,0,9,8,2,ok_unclassified,10,0,0,8,0,,,,1,ZERO_ATTEMPTS
qual-personagem-de-jogo-de-tronos-voce-e,Qual personagem de Game of Thrones revela seu destino em Westeros?,PERSONALITY,0,0,10,12,3,ok_unclassified,14,0,0,9,0,,,,1,ZERO_ATTEMPTS
meu-namorado-me-ama-descubra-com-este-quiz,Seu namorado te ama de verdade? Descubra pelos sinais que ele dá,PERSONALITY,0,0,11,4,4,ok_unclassified,1,0,0,11,4,,,,1,ZERO_ATTEMPTS
qual-atividade-de-inverno-combina-mais-com-a-sua-personalidade,Qual atividade de inverno revela sua personalidade?,PERSONALITY,0,0,10,6,4,ok_unclassified,12,0,0,5,0,,,,1,ZERO_ATTEMPTS
desenhe-a-sua-taca-de-sorvete-perfeita-e-nos-adivinharemos-o-mes-do-seu-aniversario-com-98-de-precisao,Monte sua taça de sorvete perfeita e revelaremos seu mês de aniversário,PERSONALITY,0,0,10,12,4,ok_unclassified,14,0,0,9,0,,,,1,ZERO_ATTEMPTS
este-quiz-de-estilo-vai-revelar-de-qual-pais-voce-deveria-ser,Monte seus looks e descubra qual país combina com a sua estética,PERSONALITY,0,0,10,8,4,ok_unclassified,9,0,0,10,0,,,,1,ZERO_ATTEMPTS
voce-e-mais-barbie-ou-oppenheimer-1,Barbie ou Oppenheimer: Qual Lado Domina Sua Personalidade?,PERSONALITY,0,0,15,20,2,ok_unclassified,10,0,0,6,20,,,,1,ZERO_ATTEMPTS
qual-elemento-da-tabela-periodica-combina-com-o-seu-carater,Qual elemento da tabela periódica revela a sua verdadeira personalidade?,PERSONALITY,0,0,12,12,6,ok_unclassified,25,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-personagem-de-quarta-feira,Qual Personagem de Quarta-feira Combina com Você?,PERSONALITY,0,0,13,9,4,ok_unclassified,23,0,0,0,0,,,,1,ZERO_ATTEMPTS
voce-e-um-verdadeiro-patriota-americano,"Seu patriotismo americano é crítico, clássico ou bandeira no peito?",PERSONALITY,0,0,15,6,2,ok_unclassified,21,0,0,1,0,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-caminho-para-o-sucesso-nos-eua-3,Qual Caminho Levaria Você ao Seu Sonho Americano?,PERSONALITY,0,0,10,6,4,ok_unclassified,13,0,0,4,0,,,,1,ZERO_ATTEMPTS
qual-animal-selvagem-voce-e-descubra-com-nosso-quiz,Qual animal selvagem revela seu instinto mais profundo?,PERSONALITY,0,0,9,6,6,ok_unclassified,10,0,0,0,6,,,,1,ZERO_ATTEMPTS
qual-personagem-de-chainsaw-man-seria-seu-melhor-amigo-quiz-divertido-e-revelador,Qual personagem de Chainsaw Man seria seu melhor amigo de verdade?,PERSONALITY,0,0,10,6,4,ok_unclassified,17,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-personagem-vikings-voce-e-descubra-seu-perfil-viking,Qual personagem de Vikings revela seu lado guerreiro?,PERSONALITY,0,0,13,10,3,ok_unclassified,24,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-genero-de-filme-reflete-a-sua-vida,Qual gênero de filme parece a história da sua vida?,PERSONALITY,0,0,15,8,2,ok_unclassified,24,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-era-historica-voce-pertence-de-acordo-com-sua-dieta,Qual Era Histórica Combina Com o Seu Jeito de Comer?,PERSONALITY,0,0,10,6,4,ok_unclassified,14,0,0,3,0,,,,1,ZERO_ATTEMPTS
em-qual-classe-voce-deve-jogar-4,Qual classe de Starfield combina com seu instinto no espaço?,PERSONALITY,0,0,12,16,2,ok_unclassified,29,0,0,0,0,,,,1,ZERO_ATTEMPTS
conta-pra-gente-um-pouco-sobre-voce-e-nos-te-diremos-qual-e-o-curso-universitario-ideal-para-voce,Qual Curso Universitário Tem Mais a Ver com Seu Jeito de Pensar?,PERSONALITY,0,0,10,6,2,ok_unclassified,13,0,0,4,0,,,,1,ZERO_ATTEMPTS
qual-personagem-voce-e,Qual alma de Ghost of Tsushima vive em você?,PERSONALITY,0,0,10,6,2,ok_unclassified,16,0,0,1,0,keeper,qual-personagem-voce-e-1,distinct-ish,1,ZERO_ATTEMPTS|DUPLICATE:keeper:distinct-ish
qual-e-o-meu-nome-de-super-heroi,Descubra Seu Nome de Super-Herói: Qual Lenda Você Seria?,PERSONALITY,0,0,12,36,2,ok_unclassified,41,0,0,8,0,,,,1,ZERO_ATTEMPTS
sera-que-sobreviverias-teste-de-sobrevivencia-netflix-4,Você sobreviveria ao Round 6? Descubra até qual jogo chegaria,PERSONALITY,0,0,16,9,3,ok_unclassified,10,0,0,16,0,,,,1,ZERO_ATTEMPTS
qual-genero-de-videogame-combina-mais-com-a-sua-personalidade,Qual gênero de videogame combina com seu jeito de jogar a vida?,PERSONALITY,0,0,10,6,4,ok_unclassified,11,0,0,6,0,,,,1,ZERO_ATTEMPTS
qual-personagem-de-chainsaw-man-e-a-sua-alma-gemea,Qual personagem de Chainsaw Man seria sua alma gêmea?,PERSONALITY,0,0,10,4,3,ok_unclassified,15,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-estado-dos-eua-voce-seria-descubra-a-personalidade-do-seu-estado,Qual estado dos EUA combina com a sua personalidade?,PERSONALITY,0,0,10,8,2,ok_unclassified,10,0,0,9,0,,,,1,ZERO_ATTEMPTS
com-que-personagem-es-mais-parecido-teste-de-personalidade-5,Qual personagem de Round 6 revela seu lado mais perigoso?,PERSONALITY,0,0,10,8,3,ok_unclassified,9,0,0,10,0,,,,1,ZERO_ATTEMPTS
qual-personagem-classico-de-video-game-combina-com-a-sua-personalidade,Qual personagem clássico dos videogames combina com a sua personalidade?,PERSONALITY,0,0,12,8,4,ok_unclassified,21,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-spice-girl-voce-e-descubra-com-nosso-quiz-divertido,Qual Spice Girl combina com sua energia no palco?,PERSONALITY,0,0,10,5,4,ok_unclassified,16,0,0,0,0,,,,1,ZERO_ATTEMPTS
devo-adotar-um-cachorro-descubra-se-esta-pronto-para-ter-um-pet,Você está pronto para adotar um cachorro? Descubra antes de dar esse passo,PERSONALITY,0,0,8,4,4,ok_unclassified,11,0,0,2,0,,,,1,ZERO_ATTEMPTS
descubra-sua-essencia-intelectual-5,"Sua Mente é de Cientista, Artista ou Filósofo?",PERSONALITY,0,0,10,3,4,ok_unclassified,14,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-presidente-dos-eua-voce-mais-se-parece-descubra-agora,Qual Presidente dos EUA Combina com Seu Jeito de Liderar?,PERSONALITY,0,0,7,6,4,ok_unclassified,14,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-personagem-de-the-walking-dead-voce-e,Qual Sobrevivente de The Walking Dead Você Seria Quando Tudo Desmorona?,PERSONALITY,0,0,12,12,2,ok_unclassified,22,0,0,3,0,,,,1,ZERO_ATTEMPTS
qual-inovacao-dos-eua-define-o-seu-espirito-inventivo,Qual grande inovação dos EUA combina com o seu espírito criativo?,PERSONALITY,0,0,10,6,2,ok_unclassified,13,0,0,4,0,,,,1,ZERO_ATTEMPTS
quem-sou-eu-descubra-sua-personalidade-5,O Que Seu Olhar Vê Primeiro Pode Revelar Sobre Sua Personalidade Oculta,PERSONALITY,0,0,12,5,5,ok_unclassified,1,0,0,12,5,,,,1,ZERO_ATTEMPTS
quem-e-voce,"És Mago, Cavaleiro ou Trapaceiro? Descobre o Teu Arquétipo Fantástico",PERSONALITY,0,0,10,3,3,ok_unclassified,14,0,0,0,0,keeper,quem-e-voce-5,paraphrased,1,ZERO_ATTEMPTS|DUPLICATE:keeper:paraphrased
qual-personagem-de-chainsaw-man-seria-seu-arqui-inimigo,Quem seria seu arqui-inimigo em Chainsaw Man?,PERSONALITY,0,0,9,6,3,ok_unclassified,16,0,0,0,0,,,,1,ZERO_ATTEMPTS
avalie-estas-10-declaracoes-para-descobrir-o-que-seu-cao-realmente-pensa-de-voce,Responda 10 afirmações e descubra o que seu cachorro realmente pensa de você,PERSONALITY,0,0,10,6,6,ok_unclassified,17,0,0,0,0,,,,1,ZERO_ATTEMPTS
quao-puro-voce-e-descubra-agora-5,Teste de Pureza: Até Onde Vai Sua Pontuação?,PERSONALITY,0,0,99,18,2,ok_unclassified,19,0,0,99,0,,,,1,ZERO_ATTEMPTS
que-nova-personagem-e-voce-descubra-com-o-quiz-da-new-girl,Qual personagem de New Girl tem exatamente a sua energia no loft?,PERSONALITY,0,0,15,8,3,ok_unclassified,22,0,0,2,0,,,,1,ZERO_ATTEMPTS
qual-membro-do-bts-e-voce-descubra-seu-membro-bts-favorito,Qual membro do BTS combina com sua personalidade no palco e fora dele?,PERSONALITY,0,0,15,7,2,ok_unclassified,22,0,0,1,0,,,,1,ZERO_ATTEMPTS
que-tipo-de-queijo-malcheiroso-voce-e-descubra-agora,Que queijo fedido revela a parte mais estranha da sua personalidade?,PERSONALITY,0,0,15,6,4,ok_unclassified,20,0,0,2,0,,,,1,ZERO_ATTEMPTS
qual-e-o-personagem-da-casa-do-dragao,Qual personagem de A Casa do Dragão governa a sua personalidade?,PERSONALITY,0,0,15,8,2,ok_unclassified,21,0,0,3,0,,,,1,ZERO_ATTEMPTS
qual-personagem-boruto-e-voce-descubra-com-nosso-quiz-de-personalidade,Qual personagem de Boruto revela seu verdadeiro estilo ninja?,PERSONALITY,0,0,12,8,3,ok_unclassified,21,0,0,0,0,,,,1,ZERO_ATTEMPTS
avalie-essas-10-afirmacoes-para-descobrir-o-que-seu-gato-realmente-pensa-de-voce,O Que Seu Gato Realmente Pensa de Você? Responda e Descubra o Julgamento Felino,PERSONALITY,0,0,9,6,6,ok_unclassified,16,0,0,0,0,,,,1,ZERO_ATTEMPTS
avalie-estas-10-declaracoes-e-nos-revelaremos-quem-voce-seria-em-um-mundo-de-fantasia,Quem Você Seria em um Mundo de Fantasia? Avalie 10 Frases e Descubra Seu Destino,PERSONALITY,0,0,10,18,6,ok_unclassified,29,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-patronus-descubra-seu-patronus-de-harry-potter,Qual Patrono de Harry Potter Defenderia Você dos Dementadores?,PERSONALITY,0,0,14,18,2,ok_unclassified,19,0,0,14,0,,,,1,ZERO_ATTEMPTS
qual-personagem-de-tokyo-ghoul-e-voce,Qual Personagem de Tokyo Ghoul Revela Seu Lado Mais Sombrio?,PERSONALITY,0,0,12,8,2,ok_unclassified,21,0,0,0,0,,,,1,ZERO_ATTEMPTS
que-casa-de-harry-potter-eu-sou,Qual Casa de Hogwarts Combina com Você? Descubra Sua Verdadeira Casa,PERSONALITY,0,0,28,4,2,ok_unclassified,1,0,0,28,4,,,,1,ZERO_ATTEMPTS
qual-personagem-de-tim-burton-voce-e-descubra-com-nosso-teste,Qual personagem de Tim Burton vive dentro de você?,PERSONALITY,0,0,13,6,3,ok_unclassified,12,0,0,8,0,,,,1,ZERO_ATTEMPTS
que-doce-sou-eu,Qual Doce Revela o Lado Mais Gostoso da Sua Personalidade?,PERSONALITY,0,0,15,12,2,ok_unclassified,22,0,0,6,0,,,,1,ZERO_ATTEMPTS
que-personagem-de-bobs-burgers-e-voce,Qual personagem de Bob's Burgers mais parece com você?,PERSONALITY,0,0,8,10,4,ok_unclassified,14,0,0,5,0,,,,1,ZERO_ATTEMPTS
quantas-vezes-voce-ja-reencarnou-descubra-suas-vidas-passadas,Quantas Vidas Passadas Sua Alma Já Viveu? Faça o Teste Cósmico,PERSONALITY,0,0,10,6,2,ok_unclassified,1,0,0,10,6,,,,1,ZERO_ATTEMPTS
qual-personagem-dos-simpsons-voce-e,Qual personagem dos Simpsons mais parece com você?,PERSONALITY,0,0,12,20,2,ok_unclassified,26,0,0,7,0,,,,1,ZERO_ATTEMPTS
como-voce-e-kawaii-descubra-seu-nivel-de-fofura,Qual É o Seu Verdadeiro Nível de Kawaii?,PERSONALITY,0,0,15,20,4,ok_unclassified,21,0,0,15,0,,,,1,ZERO_ATTEMPTS
quantos-pombos-voce-consegue-superar-em-uma-partida-de-xadrez,Quantos pombos você derrotaria no xadrez antes de perder a paciência?,PERSONALITY,0,0,10,6,2,ok_unclassified,10,0,0,7,0,,,,1,ZERO_ATTEMPTS
este-questionario-de-fotos-dira-qual-pais-voce-deve-visitar-em-seguida,Escolha paisagens de viagem e descubra qual país está chamando seu nome,PERSONALITY,0,0,10,10,4,ok_unclassified,11,0,0,10,0,,,,1,ZERO_ATTEMPTS
qual-e-a-minha-ideologia-politica,Em Qual Quadrante Político Suas Ideias Mais se Aproximam?,PERSONALITY,0,0,18,4,2,ok_unclassified,1,0,0,18,4,keeper,qual-e-a-minha-ideologia-politica-5,distinct-ish,1,ZERO_ATTEMPTS|DUPLICATE:keeper:distinct-ish
which-character-are-you-based-on-your-knowledge,Seu Conhecimento Pokémon Revela Qual Personagem Você Seria,PERSONALITY,0,0,20,4,4,ok_unclassified,25,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-musica-da-taylor-swift-descreve-melhor-a-sua-vida-descubra-com-nosso-quiz,Qual música da Taylor Swift traduz exatamente a fase que você está vivendo?,PERSONALITY,0,0,12,10,4,ok_unclassified,13,0,0,0,10,,,,1,ZERO_ATTEMPTS
quantas-criancas-de-cinco-anos-voce-pode-lutar-descubra-agora,Quantas crianças de 5 anos você venceria numa gincana totalmente absurda?,PERSONALITY,0,0,12,12,3,ok_unclassified,23,0,0,2,0,,,,1,ZERO_ATTEMPTS
o-caminho-da-agua-e-voce,Qual Personagem de Avatar: O Caminho da Água Combina com Sua Alma em Pandora?,PERSONALITY,0,0,15,6,2,ok_unclassified,19,0,0,3,0,,,,1,POSSIBLE_TRUNCATION|ZERO_ATTEMPTS
voce-foi-travesso-ou-comportado-este-ano-este-quiz-de-natal-vai-revelar,Lista dos comportados ou dos travessos: qual lado do Natal combina com você?,PERSONALITY,0,0,10,2,3,ok_unclassified,1,0,0,10,2,,,,1,ZERO_ATTEMPTS
qual-personagem-de-sword-art-online-e-sua-alma-gemea,Quem de Sword Art Online seria sua alma gêmea?,PERSONALITY,0,0,8,6,3,ok_unclassified,11,0,0,4,0,,,,1,ZERO_ATTEMPTS
planeje-suas-ferias-dos-sonhos-e-nos-previremos-quantos-gatos-voce-tera-no-futuro,Planeje Suas Férias dos Sonhos e Descubra Quantos Gatos Terá no Futuro,PERSONALITY,0,0,10,6,2,ok_unclassified,7,0,0,10,0,,,,1,ZERO_ATTEMPTS
quantos-dias-voce-sobreviveria-em-uma-ilha-deserta-descubra-seu-tempo-de-sobrevivencia,Quantos dias você sobreviveria em uma ilha deserta?,PERSONALITY,0,0,10,6,2,ok_unclassified,13,0,0,4,0,,,,1,ZERO_ATTEMPTS
qual-personagem-avatar-voce-e-descubra-com-nosso-quiz,Qual Personagem de Avatar Combina com Sua Personalidade?,PERSONALITY,0,0,12,6,2,ok_unclassified,19,0,0,0,0,,,,1,ZERO_ATTEMPTS
qual-deve-ser-o-seu-gamertag-ideal,Qual Gamertag Tem a Sua Vibe Secreta no Lobby?,PERSONALITY,0,0,12,39,3,ok_unclassified,46,0,0,6,0,,,,1,ZERO_ATTEMPTS
qual-e-o-seu-papel-na-fronteira-da-vida,"Você Seria Pioneiro, Construtor ou Andarilho em um Novo Mundo?",PERSONALITY,0,0,9,3,4,ok_unclassified,13,0,0,0,0,,,,1,ZERO_ATTEMPTS
